key,lexicons_count,lexicons
"$type","83","app.atpaste.paste;app.bikesky.communityBot.commandPrompt;app.dropanchor.checkin;app.flashes.feed.post;app.ocho.plugin.assets;app.ocho.plugin.manifest;app.rocksky.album;app.rocksky.artist;app.rocksky.scrobble;app.rocksky.song;app.skyart.post;app.skyart.preferences;app.yoten.feed.session;ar.cabildoabierto.data.dataset;ar.cabildoabierto.feed.article;ar.cabildoabierto.wiki.topicVersion;ar.com.cabildoabierto.topic;best.akizuki.blahglegacy.post;blog.pckt.post;blog.pckt.publication;blue.cerulea.video.video;blue.pfp.unmodifiedPfp;blue.zio.atfile.upload;buzz.bookhive.book;chat.roomy.v0.videos;chat.roomy.v0.images;cloud.soundsky.audio;com.atprofile.beta.profile;com.bsky-art-platform.art;com.example.test.esav;com.imlunahey.pdf;com.lukeacl.development.blobs;com.marketplace.listing;com.protruth.feed.postLink;com.protruth.feed.post;com.retrobrand.photo;com.shinolabs.pinksea.oekaki;community.lexicon.badge.award;community.lexicon.calendar.rsvp;dev.indexx.papertrail.bookDefs;dev.mikchan.atfs.data;dev.skywell.file;exchange.recipe.recipe;fi.jaennaet.test;fm.teal.alpha.actor.profile;fyi.bluelinks.links;industries.geesawra.website;lol.tapapp.tap.doc;moe.karashiiro.kpaste.paste;my.skylights.listItem;my.test.blob;net.anisota.feed.post;net.anisota.game.inventory;net.hrkn.personas.bookmark;net.nornoe.avatarArchive;network.cosmik.card;network.doing.activity;network.slices.actor.profile;one.two.three;party.whey.ft.forum.definition;place.stream.livestream;pub.leaflet.document;sc.nexus.feed.post;sh.tangled.repo.artifact;so.sprk.actor.profile;so.sprk.feed.story;so.sprk.feed.post;so.sprk.feed.audio;social.atrena.block;social.clippr.actor.profile;social.clippr.feed.clip;social.grain.actor.profile;social.grain.gallery;social.grain.photo;social.pipup.blog.entry;space.roomy.image;st.snowpo.post;test.atproto.blobTest;tools.atp.typing.test;tools.smokesignal.blahg.content.post;works.catalog.album;works.catalog.artist;works.catalog.track"
"ref","61","app.atpaste.paste;app.flashes.feed.post;app.ocho.plugin.assets;app.ocho.plugin.manifest;app.rocksky.album;app.rocksky.artist;app.rocksky.scrobble;app.rocksky.song;app.skyart.post;app.skyart.preferences;ar.cabildoabierto.data.dataset;ar.cabildoabierto.feed.article;ar.com.cabildoabierto.topic;best.akizuki.blahglegacy.post;blog.pckt.post;blog.pckt.publication;blue.cerulea.video.video;blue.pfp.unmodifiedPfp;blue.zio.atfile.upload;buzz.bookhive.book;chat.roomy.v0.videos;chat.roomy.v0.images;cloud.soundsky.audio;com.bsky-art-platform.art;com.imlunahey.pdf;com.lukeacl.development.blobs;com.marketplace.listing;com.retrobrand.photo;com.shinolabs.pinksea.oekaki;dev.indexx.papertrail.bookDefs;dev.mikchan.atfs.data;dev.skywell.file;exchange.recipe.recipe;fi.jaennaet.test;fm.teal.alpha.actor.profile;industries.geesawra.website;lol.tapapp.tap.doc;moe.karashiiro.kpaste.paste;my.skylights.listItem;my.skylights.rel;my.test.blob;net.anisota.feed.post;net.nornoe.avatarArchive;network.doing.activity;network.slices.actor.profile;one.two.three;party.whey.ft.forum.definition;place.stream.livestream;sc.nexus.feed.post;sh.tangled.repo.artifact;so.sprk.actor.profile;so.sprk.feed.story;so.sprk.feed.post;so.sprk.feed.audio;social.clippr.actor.profile;social.grain.actor.profile;social.grain.photo;space.roomy.image;st.snowpo.post;test.atproto.blobTest;tools.smokesignal.blahg.content.post"
"mimeType","60","app.atpaste.paste;app.flashes.feed.post;app.ocho.plugin.assets;app.ocho.plugin.manifest;app.rocksky.album;app.rocksky.artist;app.rocksky.scrobble;app.rocksky.song;app.skyart.post;app.skyart.preferences;ar.cabildoabierto.data.dataset;ar.cabildoabierto.feed.article;ar.com.cabildoabierto.topic;best.akizuki.blahglegacy.post;blog.pckt.post;blog.pckt.publication;blue.cerulea.video.video;blue.pfp.unmodifiedPfp;blue.zio.atfile.upload;buzz.bookhive.book;chat.roomy.v0.videos;chat.roomy.v0.images;cloud.soundsky.audio;com.bsky-art-platform.art;com.imlunahey.pdf;com.lukeacl.development.blobs;com.marketplace.listing;com.retrobrand.photo;com.shinolabs.pinksea.oekaki;dev.indexx.papertrail.bookDefs;dev.mikchan.atfs.data;dev.skywell.file;exchange.recipe.recipe;fi.jaennaet.test;fm.teal.alpha.actor.profile;industries.geesawra.website;lol.tapapp.tap.doc;moe.karashiiro.kpaste.paste;my.test.blob;net.anisota.feed.post;net.nornoe.avatarArchive;network.doing.activity;network.slices.actor.profile;one.two.three;party.whey.ft.forum.definition;place.stream.livestream;sc.nexus.feed.post;sh.tangled.repo.artifact;so.sprk.actor.profile;so.sprk.feed.story;so.sprk.feed.post;so.sprk.feed.audio;social.bucket.can.mapping;social.clippr.actor.profile;social.grain.actor.profile;social.grain.photo;space.roomy.image;st.snowpo.post;test.atproto.blobTest;tools.smokesignal.blahg.content.post"
"size","63","app.atpaste.paste;app.flashes.feed.post;app.ocho.plugin.assets;app.ocho.plugin.manifest;app.rocksky.album;app.rocksky.artist;app.rocksky.scrobble;app.rocksky.song;app.skyart.post;app.skyart.preferences;ar.cabildoabierto.data.dataset;ar.cabildoabierto.feed.article;ar.com.cabildoabierto.topic;best.akizuki.blahglegacy.post;blog.pckt.post;blog.pckt.publication;blue.cerulea.video.video;blue.pfp.unmodifiedPfp;blue.zio.atfile.upload;buzz.bookhive.book;chat.roomy.v0.videos;chat.roomy.v0.images;cloud.soundsky.audio;com.bsky-art-platform.art;com.imlunahey.pdf;com.lfs-pds.pointer;com.lukeacl.development.blobs;com.marketplace.listing;com.retrobrand.photo;com.shinolabs.pinksea.oekaki;dev.indexx.papertrail.bookDefs;dev.mikchan.atfs.data;dev.skywell.file;exchange.recipe.recipe;fi.jaennaet.test;fm.teal.alpha.actor.profile;industries.geesawra.website;io.zzstoatzz.cdn.image;lol.tapapp.tap.doc;moe.karashiiro.kpaste.paste;my.test.blob;net.anisota.feed.post;net.nornoe.avatarArchive;network.doing.activity;network.slices.actor.profile;one.two.three;party.whey.ft.forum.definition;pet.nkp.file;place.stream.livestream;sc.nexus.feed.post;sh.tangled.repo.artifact;so.sprk.actor.profile;so.sprk.feed.story;so.sprk.feed.post;so.sprk.feed.audio;social.bucket.can.mapping;social.clippr.actor.profile;social.grain.actor.profile;social.grain.photo;space.roomy.image;st.snowpo.post;test.atproto.blobTest;tools.smokesignal.blahg.content.post"
"$link","59","app.atpaste.paste;app.flashes.feed.post;app.ocho.plugin.assets;app.ocho.plugin.manifest;app.rocksky.album;app.rocksky.artist;app.rocksky.scrobble;app.rocksky.song;app.skyart.post;app.skyart.preferences;ar.cabildoabierto.data.dataset;ar.cabildoabierto.feed.article;ar.com.cabildoabierto.topic;best.akizuki.blahglegacy.post;blog.pckt.post;blog.pckt.publication;blue.cerulea.video.video;blue.pfp.unmodifiedPfp;blue.zio.atfile.upload;buzz.bookhive.book;chat.roomy.v0.videos;chat.roomy.v0.images;cloud.soundsky.audio;com.bsky-art-platform.art;com.imlunahey.pdf;com.lukeacl.development.blobs;com.marketplace.listing;com.retrobrand.photo;com.shinolabs.pinksea.oekaki;dev.indexx.papertrail.bookDefs;dev.mikchan.atfs.data;dev.skywell.file;exchange.recipe.recipe;fi.jaennaet.test;fm.teal.alpha.actor.profile;industries.geesawra.website;lol.tapapp.tap.doc;moe.karashiiro.kpaste.paste;my.test.blob;net.anisota.feed.post;net.nornoe.avatarArchive;network.doing.activity;network.slices.actor.profile;one.two.three;party.whey.ft.forum.definition;place.stream.livestream;sc.nexus.feed.post;sh.tangled.repo.artifact;so.sprk.actor.profile;so.sprk.feed.story;so.sprk.feed.post;so.sprk.feed.audio;social.clippr.actor.profile;social.grain.actor.profile;social.grain.photo;space.roomy.image;st.snowpo.post;test.atproto.blobTest;tools.smokesignal.blahg.content.post"
"communityName","1","app.azsky.feed.longpost"
"icon","6","app.basker.links;app.hyper-limit.bookmark.list;app.linkbio.links;app.ocho.plugin.manifest;blog.pckt.publication;me.atpub.identity.service"
"order","4","app.basker.links;app.basker.widgets;app.linkbio.links;fyi.bluelinks.links"
"settings","2","app.basker.settings;app.linkbio.settings"
"allowIndexing","1","app.basker.settings"
"enableAnalytics","1","app.basker.settings"
"isPublic","2","app.basker.settings;app.linkbio.notes"
"sectionOrder","2","app.basker.settings;app.linkbio.settings"
"showNotes","1","app.basker.settings"
"showStories","1","app.basker.settings"
"theme","7","app.basker.settings;app.gridsky.preferences;app.skyart.preferences;blog.pckt.publication;com.whitewind.blog.entry;com.whtwnd.blog.entry;net.anisota.settings"
"accentColor","1","app.basker.settings"
"backgroundColor","2","app.basker.settings;app.ocho.plugin.manifest"
"fontFamily","1","app.basker.settings"
"layout","2","app.basker.settings;app.gridsky.grid"
"primaryColor","1","app.basker.settings"
"textColor","1","app.basker.settings"
"stories","3","app.basker.stories;app.linkbio.stories;com.basker.stories"
"expiresAt","5","app.basker.stories;app.linkbio.stories;com.basker.stories;net.anisota.graph.mute;works.catalog.nowPlaying"
"config","2","app.basker.widgets;dev.at-studio.test.xrpc.request"
"enabled","3","app.basker.widgets;app.gridsky.preferences;app.linkbio.links"
"format","9","app.basker.widgets;ar.cabildoabierto.data.dataset;ar.cabildoabierto.feed.article;ar.cabildoabierto.wiki.topicVersion;ar.com.cabildoabierto.topic;com.inkreaders.exercise.post;me.atpub.identity.service;sh.tangled.label.definition;social.atrena.block"
"style","3","app.basker.widgets;app.truanon.label;one.atpage.page"
"timezone","1","app.basker.widgets"
"command","1","app.bikesky.communityBot.commandPrompt"
"prompt","2","app.bikesky.communityBot.commandPrompt;com.inkreaders.exercise.post"
"labelIdentifiers","1","app.bikesky.communityBot.commandPrompt"
"verifiedLabelIdentifiers","1","app.bikesky.communityBot.commandPrompt"
"posts","3","app.bluvy.favorites;com.shadowsky.draft;net.anisota.graph.mute"
"actor_did","1","app.bskymark.bookmark"
"actor_handle","1","app.bskymark.bookmark"
"created_at","2","app.bskymark.bookmark;dev.indexx.papertrail.bookDefs"
"post_uri","1","app.bskymark.bookmark"
"bees","1","app.custom.beeschurger"
"folder","1","app.custom.lolol"
"subject","61","app.custom.lolol;app.honks.feed.honk;app.juttu.blogpost;app.koda.feed.post.reply;app.koda.feed.like;app.koda.feed.repost;app.koda.feed.replyvote;app.koda.graph.follow;app.myclient.bookmark;app.ocho.edu.verification;app.ocho.state.id;app.rocksky.like;app.rocksky.shout;app.skyart.comment;app.skyart.like;app.skytube.graph.favorite;app.yoten.feed.reaction;app.yoten.feed.comment;app.yoten.graph.follow;ar.cabildoabierto.wiki.voteAccept;blue.flashes.actor.portfolio;blue.rito.feed.bookmark;com.alephcubed.starmark.review;com.example.ft.topic.reaction;com.skybemoreblue.intro.request;com.skybemoreblue.intro.introduction;com.welistskyblue.list.comment;com.welistskyblue.list.congrats;com.welistskyblue.list.like;community.graph.follow;community.lexicon.bookmark;community.lexicon.bookmarks.bookmark;community.lexicon.calendar.rsvp;community.lexicon.interaction.like;events.smokesignal.calendar.rsvp;fyi.unravel.frontpage.vote;ink.henry.annotate.mark;net.anisota.feed.listItem;net.anisota.feed.repost;net.anisota.feed.like;net.anisota.graph.mute;net.hrkn.personas.bookmark;party.whey.ft.topic.reaction;pub.leaflet.comment;sh.tangled.feed.reaction;sh.tangled.feed.star;sh.tangled.graph.follow;sh.tangled.knot.member;sh.tangled.label.op;sh.tangled.repo.collaborator;sh.tangled.spindle.member;so.sprk.feed.like;so.sprk.graph.follow;social.grain.comment;social.grain.favorite;social.grain.graph.follow;social.impro.endorsement;social.skyfi.cert.root;systems.gaze.atfronter.fronter;tv.rizzler.feed.repost;tv.rizzler.graph.follow"
"preferredTargetLang","1","app.deepl.profile"
"addressRef","1","app.dropanchor.checkin"
"category","7","app.dropanchor.checkin;com.marketplace.listing;com.thinkhubtest.initiatives.initiative;dev.fudgeu.experimental.atforumv1.feed.post;org.atproto-nix.projects;sky.write.on.pages;user.bookmark.feed.public"
"categoryGroup","1","app.dropanchor.checkin"
"categoryIcon","1","app.dropanchor.checkin"
"coordinates","1","app.dropanchor.checkin"
"latitude","3","app.dropanchor.checkin;community.lexicon.location.geo;community.lexicon.location.fsq"
"longitude","3","app.dropanchor.checkin;community.lexicon.location.geo;community.lexicon.location.fsq"
"embed","10","app.flashes.feed.post;com.example.test.esav;com.protruth.feed.post;exchange.recipe.recipe;fi.jaennaet.test;my.test.blob;net.anisota.feed.post;sc.nexus.feed.post;so.sprk.feed.post;social.pipup.blog.entry"
"images","9","app.flashes.feed.post;app.skyart.post;blog.pckt.post;com.bsky-art-platform.art;com.marketplace.listing;exchange.recipe.recipe;my.test.blob;net.anisota.feed.post;social.pipup.blog.entry"
"alt","11","app.flashes.feed.post;app.skyart.post;chat.roomy.v0.videos;chat.roomy.v0.images;com.bsky-art-platform.art;com.shinolabs.pinksea.oekaki;exchange.recipe.recipe;my.test.blob;net.anisota.feed.post;sc.nexus.feed.post;so.sprk.feed.post"
"image","13","app.flashes.feed.post;app.ocho.plugin.manifest;app.skyart.post;blue.badge.collection;chat.roomy.v0.images;com.bsky-art-platform.art;com.retrobrand.photo;com.shinolabs.pinksea.oekaki;exchange.recipe.recipe;my.test.blob;net.anisota.feed.post;sc.nexus.feed.post;space.roomy.image"
"bio","4","app.gainforest.community;app.skyart.preferences;inc.toronto.discover.beta.profile;me.skyspace.aesthetics"
"firstName","1","app.gainforest.community"
"lastName","1","app.gainforest.community"
"projectId","1","app.gainforest.community"
"site","1","app.gainforest.organization.defaultSite"
"hectares","1","app.gainforest.profile"
"location","11","app.gainforest.profile;app.gather.event;app.yoten.actor.profile;blue.protopro.job;coffee.outof.beanPost;com.marketplace.listing;com.thinkhubtest.initiatives.initiative;is.dame.counting.turtles;me.skyspace.aesthetics;org.devcon.event;sh.tangled.actor.profile"
"objective","1","app.gainforest.profile"
"organizationAffiliation","1","app.gainforest.profile"
"event","4","app.gather.comment;app.gather.rsvp;app.honks.feed.honk;self.tanglifications.log"
"endTime","2","app.gather.event;dev.baileytownsend.health.workout"
"host","5","app.gather.event;app.gather.group;blue.zio.atfile.upload;dev.at-studio.test.xrpc.request;org.xcvr.feed.channel"
"imageCredit","2","app.gather.event;app.gather.group"
"imageUrl","3","app.gather.event;app.gather.group;app.hyper-limit.bookmark"
"maxAttendees","1","app.gather.event"
"media","7","app.gather.event;app.gridsky.draft;com.alephcubed.starmark.review;com.shadowsky.draft;sc.nexus.feed.post;so.sprk.feed.story;test.atproto.blobTest"
"privacy","5","app.gather.event;app.gather.group;app.skyart.preferences;com.bibliome.bookshelf;social.atrena.block"
"startTime","2","app.gather.event;dev.baileytownsend.health.workout"
"photographer","2","app.gather.event;app.gather.group"
"photographer_username","2","app.gather.event;app.gather.group"
"unsplash_id","2","app.gather.event;app.gather.group"
"address","5","app.gather.event;club.stellz.evm.addressControl;com.hypercert.walletAttestationTest;com.hypercert.walletPasskeyTest;org.devcon.event"
"banner","3","app.gather.group;fm.teal.alpha.actor.profile;party.whey.ft.forum.definition"
"level","5","app.gather.group;com.fadeecho.status;is.dame.s.iphone.okay;net.anisota.beta.game.progress;pub.leaflet.document"
"locationRestriction","1","app.gather.group"
"state","6","app.gather.group;is.dame.s.iphone.okay;network.doing.activity;org.owdproject.application.windows;org.owdproject.desktop;sh.tangled.repo.issue.state"
"group","2","app.gather.groupMembership;dev.fudgeu.experimental.atforumv1.forum.category"
"joinedAt","2","app.gather.groupMembership;app.raddle.communityMember"
"member","2","app.gather.groupMembership;app.raddle.communityMember"
"role","1","app.gather.groupMembership"
"status","26","app.gather.groupMembership;app.gather.rsvp;app.netlify.aniblue.status;blue.protopro.job;buzz.bookhive.book;com.marketplace.listing;com.thinkhubtest.initiatives.initiative;com.thinkhubtest.initiatives.task;com.welistskyblue.list.item;community.lexicon.calendar.rsvp;community.lexicon.calendar.event;dev.indexx.papertrail.book;events.smokesignal.calendar.rsvp;is.dame.now;net.aftertheinter.cool.thing;net.aftertheinter.coolthing;net.aftertheinter.coolthingtwo;net.anisota.beta.game.specimen;net.anisota.beta.game.collection;net.anisota.beta.game.session;org.atproto-nix.projects;org.xcvr.actor.profile;sophspots.cool.thing;xyz.hypersphere.status;xyz.statuscity.status;xyz.statusphere.status"
"attendee","1","app.gather.rsvp"
"dietaryRestrictions","1","app.gather.rsvp"
"plusOne","1","app.gather.rsvp"
"timestamp","11","app.gather.rsvp;com.mygame.action;farm.smol.games.skyrdle.score;game.protonauts.critters;game.protonauts.inventory;game.protonauts.player;net.anisota.beta.game.log;net.anisota.game.inventory;test.example.counter;works.catalog.nowPlaying;works.catalog.scrobble"
"transportNeed","1","app.gather.rsvp"
"visibility","7","app.gather.rsvp;app.hyper-limit.bookmark.list;com.ruthub.entry;com.thinkhubtest.initiatives.initiative;com.whtwnd.blog.entry;social.pipup.blog.entry;uk.skyblur.post"
"draft","1","app.gridsky.draft"
"list","7","app.gridsky.grid;dev.baileytownsend.test;my.skylights.listItem;net.anisota.feed.listItem;net.anisota.settings;org.owdproject.desktop;org.scrapboard.listitem"
"label","6","app.gridsky.grid;app.linkbio.link;app.sonasky.ref;dev.at-studio.test.xrpc.request;dev.at-studio.test.xrpc.collection;xyz.flatshcards.stack"
"videoOnly","1","app.gridsky.grid"
"animation","1","app.gridsky.preferences"
"colors","2","app.gridsky.preferences;app.sonasky.ref"
"showBannerInstead","1","app.gridsky.preferences"
"backgroundTone","1","app.gridsky.preferences"
"colorPrimary","1","app.gridsky.preferences"
"dark","2","app.gridsky.preferences;blog.pckt.publication"
"variant","1","app.gridsky.preferences"
"signature","4","app.honks.feed.honk;club.stellz.evm.addressControl;community.lexicon.badge.award;net.anisota.game.inventory"
"signatureKey","1","app.honks.feed.honk"
"$bytes","4","app.honks.feed.honk;club.stellz.evm.addressControl;dev.mikchan.atfs.data;sh.tangled.repo.artifact"
"pinned","2","app.hyper-limit.bookmark.list;app.hyper-limit.bookmark"
"archived","1","app.hyper-limit.bookmark"
"encrypted","1","app.hyper-limit.bookmark"
"contentHtml","1","app.koda.feed.blog"
"coverImageUrl","1","app.koda.feed.blog"
"excerpt","4","app.koda.feed.blog;org.bluepocket.v1.archive;org.bluepocket.v1.link;org.bluepocket.v1.save"
"vote","1","app.koda.feed.replyvote"
"airline","1","app.lele.flight"
"arrivalUtc","1","app.lele.flight"
"departureUtc","1","app.lele.flight"
"destination","1","app.lele.flight"
"origin","1","app.lele.flight"
"isDropdown","1","app.linkbio.link"
"sortOrder","2","app.linkbio.link;blue.flashes.actor.portfolio"
"links","4","app.linkbio.links;fyi.bluelinks.links;one.atpage.page;sh.tangled.actor.profile"
"notes","2","app.linkbio.notes;social.clippr.feed.clip"
"userId","1","app.linkbio.profileCustomization"
"widgetPreferences","1","app.linkbio.profileCustomization"
"daysToExpire","1","app.linkbio.profileNote"
"album","4","app.musicscrobbler.scrobble;app.rocksky.scrobble;app.rocksky.song;works.catalog.track"
"artist","10","app.musicscrobbler.scrobble;app.rocksky.album;app.rocksky.scrobble;app.rocksky.song;cloud.soundsky.audio;so.sprk.feed.audio;works.catalog.album;works.catalog.nowPlaying;works.catalog.scrobble;works.catalog.track"
"duration","10","app.musicscrobbler.scrobble;app.rocksky.scrobble;app.rocksky.song;app.yoten.feed.session;dev.baileytownsend.health.workout;fm.teal.alpha.play;fm.teal.alpha.feed.play;works.catalog.nowPlaying;works.catalog.scrobble;works.catalog.track"
"loved","1","app.musicscrobbler.scrobble"
"scrobbledAt","1","app.musicscrobbler.scrobble"
"track","3","app.musicscrobbler.scrobble;works.catalog.nowPlaying;works.catalog.scrobble"
"message","7","app.navyfragen.message;app.rocksky.shout;ar.cabildoabierto.wiki.topicVersion;ar.com.cabildoabierto.topic;at.atproto.supporter.badge;blue.zio.bsky2tg.post;game.protonauts.player"
"recipient","1","app.navyfragen.message"
"episode_text","1","app.netlify.aniblue.status"
"favorite","1","app.netlify.aniblue.status"
"thumbnail","1","app.netlify.aniblue.status"
"domain","5","app.ocho.edu.verification;club.stellz.evm.addressControl;network.slices.slice;sh.tangled.knot.member;social.slices.slice"
"data","5","app.ocho.plugin.assets;ar.cabildoabierto.data.dataset;com.shadowsky.column;com.shadowsky.columns;dev.mikchan.atfs.data"
"blob","8","app.ocho.plugin.assets;ar.cabildoabierto.data.dataset;blue.zio.atfile.upload;com.habitat.docs;com.lukeacl.development.blobs;com.shinolabs.pinksea.oekaki;net.nornoe.avatarArchive;one.two.three"
"hash","9","app.ocho.plugin.assets;blue.2048.game;blue.2048.player.profile;blue.zio.atfile.upload;farm.smol.games.skyrdle.player.score;farm.smol.games.eggsweeper.score;farm.smol.games.skyrdle.score;game.protonauts.critters;game.protonauts.inventory"
"extra","1","app.ocho.plugin.manifest"
"launchAsset","1","app.ocho.plugin.manifest"
"launchAssetBlob","1","app.ocho.plugin.manifest"
"metadata","10","app.ocho.plugin.manifest;cloud.soundsky.audio;com.bsky-art-platform.art;net.anisota.beta.game.progress;net.anisota.beta.game.log;net.anisota.beta.game.inventory;net.anisota.game.inventory;network.cosmik.card;test.example.counter;xyz.addmoresphere.vertexAssignment"
"runtimeVersion","1","app.ocho.plugin.manifest"
"expoClient","1","app.ocho.plugin.manifest"
"expoGo","1","app.ocho.plugin.manifest"
"contentType","2","app.ocho.plugin.manifest;io.zzstoatzz.cdn.image"
"key","5","app.ocho.plugin.manifest;com.shinolabs.pinksea.preferences;sh.tangled.label.op;sh.tangled.publicKey;social.bucket.can.mapping"
"android","1","app.ocho.plugin.manifest"
"androidStatusBar","1","app.ocho.plugin.manifest"
"experiments","1","app.ocho.plugin.manifest"
"ios","1","app.ocho.plugin.manifest"
"locales","1","app.ocho.plugin.manifest"
"newArchEnabled","1","app.ocho.plugin.manifest"
"orientation","2","app.ocho.plugin.manifest;is.dame.s.iphone.okay"
"platforms","1","app.ocho.plugin.manifest"
"plugins","1","app.ocho.plugin.manifest"
"scheme","1","app.ocho.plugin.manifest"
"sdkVersion","1","app.ocho.plugin.manifest"
"userInterfaceStyle","1","app.ocho.plugin.manifest"
"version","13","app.ocho.plugin.manifest;at.atproto.supporter.badge;club.stellz.evm.addressControl;com.shadowsky.bookmark;com.shadowsky.bookmarks;com.shadowsky.columns;com.shadowsky.preferences;game.protonauts.critters;game.protonauts.inventory;is.dame.s.iphone.okay;net.anisota.settings;space.roomy.stream.dev;test.example.counter"
"web","1","app.ocho.plugin.manifest"
"developer","1","app.ocho.plugin.manifest"
"adaptiveIcon","1","app.ocho.plugin.manifest"
"edgeToEdgeEnabled","1","app.ocho.plugin.manifest"
"typedRoutes","1","app.ocho.plugin.manifest"
"router","1","app.ocho.plugin.manifest"
"supportsTablet","1","app.ocho.plugin.manifest"
"bundler","1","app.ocho.plugin.manifest"
"favicon","1","app.ocho.plugin.manifest"
"output","1","app.ocho.plugin.manifest"
"tool","1","app.ocho.plugin.manifest"
"foregroundImage","1","app.ocho.plugin.manifest"
"imageWidth","1","app.ocho.plugin.manifest"
"resizeMode","1","app.ocho.plugin.manifest"
"backDropUrl","2","app.popfeed.note;social.popfeed.feed.note"
"creativeWorkType","8","app.popfeed.note;app.popsky.listItem;app.popsky.post;app.popsky.review;social.popfeed.feed.review;social.popfeed.feed.listItem;social.popfeed.feed.post;social.popfeed.feed.note"
"facets","11","app.popfeed.note;app.popsky.review;com.example.test.esav;net.anisota.feed.draft;net.anisota.feed.post;pub.leaflet.comment;pub.leaflet.document;sc.nexus.feed.post;social.grain.gallery;social.popfeed.feed.review;social.popfeed.feed.note"
"identifiers","9","app.popfeed.note;app.popsky.listItem;app.popsky.post;app.popsky.review;dev.indexx.papertrail.bookDefs;social.popfeed.feed.review;social.popfeed.feed.listItem;social.popfeed.feed.post;social.popfeed.feed.note"
"posterUrl","4","app.popfeed.note;social.popfeed.feed.listItem;social.popfeed.feed.post;social.popfeed.feed.note"
"releaseYear","1","app.popfeed.note"
"imdbId","6","app.popfeed.note;app.popsky.listItem;app.popsky.post;app.popsky.review;social.popfeed.feed.post;social.popfeed.feed.note"
"tmdbId","6","app.popfeed.note;app.popsky.listItem;app.popsky.post;app.popsky.review;social.popfeed.feed.post;social.popfeed.feed.note"
"rootUri","2","app.popsky.comment;social.popfeed.feed.comment"
"subjectType","4","app.popsky.comment;app.popsky.like;social.popfeed.feed.like;social.popfeed.feed.comment"
"subjectUri","5","app.popsky.comment;app.popsky.like;app.skytube.video.save;social.popfeed.feed.like;social.popfeed.feed.comment"
"addedAt","5","app.popsky.listItem;com.bibliome.book;my.skylights.listItem;network.cosmik.collectionLink;social.popfeed.feed.listItem"
"listUri","2","app.popsky.listItem;social.popfeed.feed.listItem"
"externalLinks","2","app.popsky.profile;social.popfeed.actor.profile"
"containsSpoilers","2","app.popsky.review;social.popfeed.feed.review"
"isRevisit","2","app.popsky.review;social.popfeed.feed.review"
"rating","6","app.popsky.review;com.alephcubed.starmark.review;com.inkreaders.book.post;my.skylights.rel;social.popfeed.feed.review;xyz.statusphere.linkRating"
"reviewText","2","app.popsky.review;social.popfeed.feed.review"
"lastUpdated","2","app.pst.player;game.protonauts.player"
"x","4","app.pst.player;app.pst.structures;game.protonauts.player;org.owdproject.application.windows"
"y","4","app.pst.player;app.pst.structures;game.protonauts.player;org.owdproject.application.windows"
"z","4","app.pst.player;app.pst.structures;game.protonauts.player;org.owdproject.application.windows"
"emoji","5","app.pst.structures;blue.linkat.board;im.flushing.right.now;io.zzstoatzz.status.record;net.mmatt.right.now"
"position","6","app.pst.structures;life.smol.resume;me.skyspace.aesthetics;my.skylights.listItem;org.owdproject.application.windows;social.grain.gallery.item"
"creatorDid","1","app.raddle.community"
"membersCount","1","app.raddle.community"
"moderators","1","app.raddle.community"
"postsCount","1","app.raddle.community"
"rules","1","app.raddle.community"
"community","1","app.raddle.communityMember"
"albumArt","3","app.rocksky.album;app.rocksky.scrobble;app.rocksky.song"
"releaseDate","7","app.rocksky.album;app.rocksky.scrobble;app.rocksky.song;social.popfeed.feed.listItem;social.popfeed.feed.post;social.popfeed.feed.note;works.catalog.album"
"year","5","app.rocksky.album;app.rocksky.scrobble;app.rocksky.song;works.catalog.album;works.catalog.track"
"picture","1","app.rocksky.artist"
"albumArtist","2","app.rocksky.scrobble;app.rocksky.song"
"discNumber","2","app.rocksky.scrobble;app.rocksky.song"
"spotifyLink","2","app.rocksky.scrobble;app.rocksky.song"
"trackNumber","2","app.rocksky.scrobble;app.rocksky.song"
"bookmarkStorageType","2","app.shadowsky.preferences;com.shadowsky.preferences"
"authorAvatar","1","app.skyart.comment"
"authorDid","2","app.skyart.comment;sky.write.on.pages"
"authorDisplayName","2","app.skyart.comment;sky.write.on.pages"
"authorHandle","3","app.skyart.comment;org.xcvr.lrc.signet;sky.write.on.pages"
"followingAvatar","1","app.skyart.follow"
"followingDid","1","app.skyart.follow"
"followingDisplayName","1","app.skyart.follow"
"followingHandle","1","app.skyart.follow"
"likerAvatar","1","app.skyart.like"
"likerDid","1","app.skyart.like"
"likerDisplayName","1","app.skyart.like"
"likerHandle","1","app.skyart.like"
"postType","1","app.skyart.like"
"artwork","1","app.skyart.post"
"coverPhoto","1","app.skyart.preferences"
"hashtags","1","app.skyart.preferences"
"longDescription","1","app.skyart.preferences"
"onboardingCompleted","1","app.skyart.preferences"
"preferences","2","app.skyart.preferences;pub.leaflet.publication"
"socialLinks","1","app.skyart.preferences"
"notifications","1","app.skyart.preferences"
"topics","1","app.skytube.profile"
"crosspost_enabled","1","app.skywatched.settings"
"streaming_region","1","app.skywatched.settings"
"code","2","app.skywatched.settings;li.plonk.paste"
"character","1","app.sonasky.ref"
"modifiedAt","4","app.sonasky.ref;blue.zio.atfile.upload;dev.at-studio.test.xrpc.request;dev.at-studio.test.xrpc.collection"
"altRef","1","app.sonasky.ref"
